"5569,0ee454e997194378,""How dare you send me such abuse you fucking cockmaster!";;;;;;;;
If you dare warn me again, Mr Jeff. I will savagely attack your mother!;;;;;;;;
;;;;;;;;
"I know where you live"",1,1,1,1,1,0";;;;;;;;
5771,0f71947f6ef0d127,This user is a fucking douche bag,1,1,1,0,1,0;;;;;;;;
"5886,0fbbc798efd81331,""FUCK YOU NATLIE YOU DUMBASS CUNTBAG!";;;;;;;;
I HAVE A DYNAMIC IP;;;;;;;;
U CANNOT BAN ME;;;;;;;;
TOUGH SHIT AINT IT CUNT?;;;;;;;;
;;;;;;;;
so go suck some random ass fuckers cock, before i vandalize your entire site..;;;;;;;;
B-I-O-T-C-H!;;;;;;;;
;;;;;;;;
DONT MAKE ME COME FIND YOUR ASS IN OHIO, I READ YOUR WIKI ENTRY!;;;;;;;;
KNOCK KNOCK*;;;;;;;;
YOUR DUMB PUTTING THAT MUCH PERSONAL INFO OUT THERE AND CALLING OUT TROLLS WITH;;;;;;;;
"DYNAMIC IP RANGES YOU DUMB BITCH!"",1,1,1,0,1,0";;;;;;;;
5973,0ff144ce908dfcba,your a fucking bitch,1,1,1,0,1,0;;;;;;;;
6201,1091689382892a88,SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURITYFUCK HOMELAND SECURI,1,1,1,0,0,0;;;;;;;;
6204,10944d690e9892cc,jam your message up your arse wikipedia dickhead,1,1,1,0,1,0;;;;;;;;
"6212,1097ef7cb66eda8f,""fuck your couch, nigger!"",1,1,1,0,1,1";;;;;;;;
"6309,10d7e09735674f78,""Suck My Balls ";;;;;;;;
;;;;;;;;
"?Fuck you"",1,1,1,0,0,0";;;;;;;;
6457,1148afb7f5e6c842,YOU CAN SUCK MY DICK! OR COCK!,1,1,1,0,0,0;;;;;;;;
6533,11780d853ae5041b,ORLY? Fuck You Again n00b,1,1,1,0,1,0;;;;;;;;
"6646,11b4e04b309f4d79,""""""I would like to extend a fat, robust FUCK YOU to the asshole who deleted my criticism of Schengen.  And you wonder why I continue to vandalize Wikipedia? Its because some fucking asshole from the Wiki community continually deletes whatever I post.  Yes I have used profanity, and yes I have often not followed protocols.  Yet when I have followed """"""""Wiki"""""""" protocols, even kindly worded comments are promptly deleted by the assholes of Dickipedia.  To all of you at Wikipedia, I extend a fat and boisterous FUCK YOUfor deleting my comments -)";;;;;;;;
;;;;;;;;
""",1,1,1,0,1,0
6830,1239fe4940a46945,on my own talk page without leaving there fucking username needs to come and suck my dick becuse i realy think they should at least be able to back there shit up.,1,1,1,0,0,0
6911,12703d55c77ed5b1,SHUT THE FUCK UP!";;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!vv;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
"SHUT THE FUCK UP!"",1,1,1,0,1,0";;;;;;;;
6917,1272f62a21efb219,FUck you you god damn mother fuckin son of a bitch stop being a stupid ass shithead and be fuckin cool for once,1,1,1,0,1,0;;;;;;;;
"7063,12d627c78aa2f962,""You're a moron! ";;;;;;;;
;;;;;;;;
It's F;;;;;;;;
U;;;;;;;;
C;;;;;;;;
K;;;;;;;;
 ;;;;;;;;
F;;;;;;;;
U;;;;;;;;
C;;;;;;;;
K;;;;;;;;
 ;;;;;;;;
F;;;;;;;;
U;;;;;;;;
C;;;;;;;;
K;;;;;;;;
 ;;;;;;;;
A;;;;;;;;
 ;;;;;;;;
D;;;;;;;;
U;;;;;;;;
C;;;;;;;;
K;;;;;;;;
,;;;;;;;;
 ;;;;;;;;
S;;;;;;;;
C;;;;;;;;
R;;;;;;;;
E;;;;;;;;
W;;;;;;;;
 ;;;;;;;;
A;;;;;;;;
 ;;;;;;;;
K;;;;;;;;
A;;;;;;;;
N;;;;;;;;
G;;;;;;;;
A;;;;;;;;
R;;;;;;;;
O;;;;;;;;
O;;;;;;;;
,;;;;;;;;
 ;;;;;;;;
6;;;;;;;;
9;;;;;;;;
 ;;;;;;;;
A;;;;;;;;
 ;;;;;;;;
P;;;;;;;;
O;;;;;;;;
R;;;;;;;;
C;;;;;;;;
U;;;;;;;;
P;;;;;;;;
I;;;;;;;;
N;;;;;;;;
E;;;;;;;;
,;;;;;;;;
 ;;;;;;;;
O;;;;;;;;
R;;;;;;;;
G;;;;;;;;
Y;;;;;;;;
 ;;;;;;;;
A;;;;;;;;
T;;;;;;;;
 ;;;;;;;;
T;;;;;;;;
H;;;;;;;;
E;;;;;;;;
 ;;;;;;;;
Z;;;;;;;;
O;;;;;;;;
O;;;;;;;;
"."",1,1,1,0,1,0";;;;;;;;
"7103,12ede95b6a12397c,""you people are pretty overzealous with this whole free thing.  get a fucking life, you fucking niggers !!!23 16!!!"",1,1,1,0,1,1";;;;;;;;
"7283,135f5c646b1c3dc3,""you are a chicken shit cock sucking pussy bastard! ";;;;;;;;
;;;;;;;;
"you are a chicken shit cock sucking pussy bastard!"",1,1,1,0,1,0";;;;;;;;
"7299,1368c10281978876,""You're a stupid cunt ";;;;;;;;
;;;;;;;;
"Fuck you dumb arse, your mum has a hairy cunt and I hope and pray that you die, no, fuck that, I wish you would die, if I had three wishes, one of them would be to have you dead, and the others would be so that everyone you knew hated your cunt like face."",1,1,1,1,1,1";;;;;;;;
"7302,1369e9e220aa5147,"", oh shit, stop making warnings, motherfucker, also, fuck you."",1,1,1,0,1,0";;;;;;;;
"7667,14658942f6e3036a,""ya EXTRA ";;;;;;;;
;;;;;;;;
"Ur fuckin EXTRA tryna bryte up urself and delete and revert my edits what if i revert ur face cuz it seems like u need some revertin on that ugly shit bitch. Zoe stay away from my edits u little hoe. Thank you for your consideration!"",1,1,1,0,1,0";;;;;;;;
"7745,149d3236f4a5ffac,""Fuck you. You come in, put it all back, then REMOVE the template, you're obviously another abusive jerk protecting that abusive jerk ChrisO so fuck you once more for good measure."",1,1,1,0,1,0";;;;;;;;
7818,14cf27f9495d131f,WHY THE FUCK DO U EDIT MY CONTRIB. TO WIKI ABOUT THE IRANIAN ARMY? THEY MUST DIE U KNOW!! STUPID TERRORISTS...THEY'RE LIVING ON ISRAELI SOIL CALLED ASIA-AFRICA WHICH SHOULD BE FOR ISRAELIS ONLY AND MUSLIM FREE,1,0,1,1,1,1;;;;;;;;
"7893,15020e13393c4b3c,""Hi, you poor twerps. My money does far more good than your pathetic rule enforcing. Have fun with your fat wives and gay hookers."",1,1,1,0,1,1";;;;;;;;
"7933,151ebc30bc8a4d42,""20";;;;;;;;
;;;;;;;;
retards u fuckin paki fuckersItalic textfukin taliban;;;;;;;;
== fuck u;;;;;;;;
== fuck u again;;;;;;;;
 fuck u even more ;;;;;;;;
 ==;;;;;;;;
" =="",1,1,1,0,1,0";;;;;;;;
"8141,15abaa783a453d4f,""Useless piece of shit ";;;;;;;;
;;;;;;;;
"You're an asshole, you useless piece of shit. Get a life, instead of deleting pages of loved ones who never did anything to harm you. Motherfuker."",1,1,1,0,1,0";;;;;;;;
8217,15d32a7f16415363,is fucking dumd i hope someone kills him,1,1,1,0,1,0;;;;;;;;
8322,162035b60c769eec,Marcus. You suck guys dicks.,1,1,1,0,1,0;;;;;;;;
8390,164b68b8df4b5872,Save your sarcastic little remarks DICK.  Ok Dick?  Understand Dick. (By the way I'm not calling you a DICK Dick.),1,1,1,0,1,0;;;;;;;;
"8610,16dbb02f5d3f4a67,""Fuck you, Smith.  Please have me notified when you die.  I want to dance on your grave."",1,1,1,0,1,0";;;;;;;;
"8619,16e110672dde00d9,""How civil is this - who the fuck do you think you are to but in on a conversation between old friends, you cunt."",1,1,1,0,1,0";;;;;;;;
"8649,16fc8ee8dfc92c9e,""Are you gay?";;;;;;;;
Are you a nigger?;;;;;;;;
Are you a gay nigger?;;;;;;;;
;;;;;;;;
Then the Gay Nigger Association of America is right for you!;;;;;;;;
;;;;;;;;
"Give me yor moneyz!"",1,1,1,0,1,1";;;;;;;;
8787,1756fa379911285c,fag fag fag fag doosh doosh doosh suck my nuts,1,1,1,0,1,0;;;;;;;;
"8865,1787e8af29b2563f,""NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.";;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
"NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE"",1,1,1,0,1,0";;;;;;;;
8875,17903046a4eb8f13,FUCK OFF MY PAGE!!!!!!!!!!!!!!,1,1,1,0,0,0;;;;;;;;
"8976,17dd103aa83a76ab,""hello moto ";;;;;;;;
;;;;;;;;
"hello flygayguy649 i hope u get a dick stuck up your ass i am a 13 year old kkk member. and i'll kick your ass so stay away and dont delete my pages. BITCH!!!"",1,1,1,1,1,0";;;;;;;;
